# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl;60;1440260190;xvda;18.07;42.40;3177.83;178.24;0.61;33.90;0.36;0.65
pgxl;60;1440260190;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260250;xvda;2.27;0.00;30.60;13.50;0.01;2.51;0.24;0.05
pgxl;60;1440260250;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260310;xvda;2.78;0.00;35.03;12.59;0.00;1.52;0.13;0.04
pgxl;60;1440260310;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260370;xvda;1.92;0.00;27.45;14.32;0.00;1.37;0.16;0.03
pgxl;60;1440260370;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260430;xvda;1.98;0.00;25.57;12.89;0.00;1.33;0.21;0.04
pgxl;60;1440260430;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260490;xvda;1.97;0.27;26.63;13.68;0.00;1.36;0.17;0.03
pgxl;60;1440260490;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260550;xvda;1.63;0.00;23.68;14.50;0.00;1.52;0.18;0.03
pgxl;60;1440260550;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260610;xvda;1.88;0.00;25.13;13.35;0.00;1.47;0.12;0.02
pgxl;60;1440260610;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260670;xvda;1.85;0.00;24.40;13.19;0.00;1.78;0.14;0.03
pgxl;60;1440260670;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260730;xvda;2.07;0.00;26.37;12.76;0.00;1.39;0.23;0.05
pgxl;60;1440260730;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260790;xvda;1.75;1.20;24.18;14.50;0.00;1.39;0.19;0.03
pgxl;60;1440260790;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260850;xvda;2.23;17.73;27.10;20.07;0.00;1.69;0.41;0.09
pgxl;60;1440260850;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260910;xvda;1.83;0.00;24.10;13.15;0.00;1.32;0.11;0.02
pgxl;60;1440260910;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440260970;xvda;1.77;0.00;23.58;13.35;0.00;1.39;0.16;0.03
pgxl;60;1440260970;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440261030;xvda;1.75;0.00;25.25;14.43;0.00;1.36;0.18;0.03
pgxl;60;1440261030;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl;60;1440261090;xvda;1.88;0.27;26.50;14.21;0.00;1.26;0.13;0.03
