# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl5;60;1440262743;21440.91;36779.42;72266.82;0.05;18192.47;21905.87;2319.25;16656.67;68.76
pgxl5;60;1440262803;46818.93;19004.50;48370.05;0.78;26215.58;15216.03;0.00;15215.37;100.00
pgxl5;60;1440262863;15589.62;49337.08;61721.58;0.17;11682.35;10388.20;0.00;10388.10;100.00
pgxl5;60;1440262923;26768.93;3317.05;23683.48;0.00;77597.35;2310.85;85.33;2396.18;100.00
pgxl5;60;1440262983;20190.53;17.10;30852.30;0.13;30731.48;0.00;0.00;0.00;0.00
pgxl5;60;1440263043;50872.87;40.52;35518.17;0.02;35487.07;6366.55;0.00;6363.43;99.95
pgxl5;60;1440263103;10054.53;1538.97;35616.68;0.02;5565.78;4400.50;121.60;4519.90;99.95
pgxl5;60;1440263163;29962.53;258.97;4850.73;0.00;10366.82;6832.02;36.80;6868.57;100.00
pgxl5;60;1440263223;11685.40;29983.62;4162.62;0.00;11936.63;11538.27;0.00;11538.23;100.00
pgxl5;60;1440263283;29836.53;5305.03;5105.88;0.03;9451.42;6527.62;0.00;6527.47;100.00
pgxl5;60;1440263343;36027.07;28454.20;4143.03;1.63;19205.08;14819.70;17.07;14836.52;100.00
pgxl5;60;1440263403;45062.53;4706.37;5335.25;1.22;21885.93;6907.77;0.00;6907.75;100.00
pgxl5;60;1440263463;4084.80;8.87;17175.32;0.03;5023.05;0.00;0.00;0.00;0.00
pgxl5;60;1440263523;21882.13;18188.25;30984.02;0.00;19573.73;1701.63;204.80;1906.15;99.99
pgxl5;60;1440263583;25703.53;3743.05;18854.63;0.02;21513.87;3946.97;72.53;4018.32;99.97
pgxl5;60;1440263643;22276.07;27632.00;36864.88;0.10;24008.58;8690.13;34.13;8716.65;99.91
pgxl5;60;1440263703;41468.80;9916.25;38203.48;0.00;55986.68;8436.95;430.45;8867.05;100.00
