# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl5;60;1440260190;xvda;1037.32;973.65;52126.60;51.19;52.59;50.70;0.38;39.29
pgxl5;60;1440260190;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260250;xvda;1103.63;86419.33;7091.18;84.73;19.00;17.22;0.60;66.53
pgxl5;60;1440260250;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260310;xvda;692.97;18440.67;8489.77;38.86;22.22;32.06;0.45;31.12
pgxl5;60;1440260310;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260370;xvda;389.72;2450.00;6036.00;21.77;13.24;33.98;0.33;12.84
pgxl5;60;1440260370;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260430;xvda;1.92;87.47;5.82;48.67;0.00;1.03;0.70;0.14
pgxl5;60;1440260430;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260490;xvda;4.83;159.60;40.30;41.36;0.01;1.65;0.61;0.29
pgxl5;60;1440260490;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260550;xvda;13.85;3.20;239.78;17.54;0.12;8.41;0.09;0.13
pgxl5;60;1440260550;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260610;xvda;20.62;4.27;351.67;17.26;0.14;6.75;0.07;0.15
pgxl5;60;1440260610;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260670;xvda;18.57;343.20;262.93;32.65;0.07;3.60;0.83;1.55
pgxl5;60;1440260670;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260730;xvda;30.25;1442.80;5.25;47.87;0.04;1.46;0.85;2.58
pgxl5;60;1440260730;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260790;xvda;57.68;8260.40;5.07;143.29;0.10;1.71;1.25;7.22
pgxl5;60;1440260790;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260850;xvda;173.42;28272.13;6.97;163.07;0.30;1.72;1.39;24.04
pgxl5;60;1440260850;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260910;xvda;186.63;30136.67;5.38;161.50;0.32;1.73;1.30;24.22
pgxl5;60;1440260910;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440260970;xvda;1274.20;38060.93;5.88;29.88;1.12;0.88;0.70;89.02
pgxl5;60;1440260970;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261030;xvda;1858.70;60970.00;250.60;32.94;1.89;1.02;0.51;94.53
pgxl5;60;1440261030;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261090;xvda;63.45;558.93;6895.75;117.49;1.53;24.05;0.61;3.85
pgxl5;60;1440261090;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261150;xvda;1991.00;50623.60;9.98;25.43;2.24;1.13;0.25;48.93
pgxl5;60;1440261150;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261210;xvda;1965.12;52087.60;5.95;26.51;2.15;1.10;0.29;57.60
pgxl5;60;1440261210;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261270;xvda;1392.82;42934.58;6.75;30.83;1.47;1.06;0.39;53.79
pgxl5;60;1440261270;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261330;xvda;1071.72;35618.80;89.40;33.32;1.16;1.08;0.46;49.71
pgxl5;60;1440261330;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261390;xvda;802.22;15107.73;9.70;18.84;0.68;0.85;0.72;57.99
pgxl5;60;1440261390;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261450;xvda;323.57;64820.40;9.03;200.36;0.89;2.76;1.50;48.54
pgxl5;60;1440261450;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261510;xvda;262.03;31598.00;35088.78;254.50;13.66;52.13;1.31;34.45
pgxl5;60;1440261510;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261570;xvda;77.62;2.67;19694.92;253.78;4.22;54.35;0.39;3.06
pgxl5;60;1440261570;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261630;xvda;599.83;88290.27;17339.38;176.10;8.56;14.27;1.23;73.67
pgxl5;60;1440261630;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261690;xvda;1085.90;57420.80;39851.42;89.58;26.51;24.41;0.69;75.06
pgxl5;60;1440261690;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl5;60;1440261750;xvda;1770.65;70360.13;14.25;39.74;2.09;1.18;0.44;78.14
