Linux 3.10.0-229.el7.x86_64 (pgxl8) 	08/22/2015 	_x86_64_	(4 CPU)

12:58:03 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:59:03 PM     all     29.59      0.00      9.04     34.25      0.03     27.09
01:00:03 PM     all     17.19      0.00      5.69     58.60      0.22     18.31
01:01:03 PM     all      2.42      0.00      1.45     66.04      0.41     29.68
01:02:03 PM     all     25.09      0.00      6.00     45.09      0.22     23.60
01:03:03 PM     all     38.53      0.00     12.80     18.04      0.27     30.35
01:04:03 PM     all     29.54      0.00      9.46     17.15      0.31     43.54
01:05:03 PM     all     21.22      0.00      4.48      9.39      0.08     64.83
01:06:03 PM     all      2.57      0.00      1.12     13.39      0.03     82.89
01:07:03 PM     all     15.51      0.00      3.51     13.58      0.04     67.36
01:08:03 PM     all      4.03      0.00      2.11     25.92      0.26     67.68
01:09:03 PM     all      4.15      0.00      2.48     32.56      0.24     60.57
01:10:03 PM     all     11.44      0.00      3.60     21.52      0.11     63.33
01:11:03 PM     all      6.47      0.00      4.15      2.74      0.02     86.62
01:12:03 PM     all      8.13      0.00      4.11     26.22      0.14     61.40
01:13:03 PM     all     24.10      0.00      5.21     23.73      0.20     46.76
01:14:03 PM     all     42.88      0.00      8.45     20.68      0.18     27.81
01:15:03 PM     all     60.60      0.00     13.45     12.87      0.24     12.84
01:16:03 PM     all     77.68      0.00     12.69      4.19      0.17      5.27
01:17:03 PM     all     39.34      0.00      4.04     16.29      0.11     40.21
01:18:03 PM     all     20.24      0.00      2.17      3.18      0.06     74.34
01:19:03 PM     all     18.08      0.00      2.89      3.73      0.07     75.23
01:20:03 PM     all     26.36      0.00      3.19      2.96      0.05     67.43
01:21:03 PM     all     70.20      0.00      8.90     16.30      0.57      4.03
01:22:03 PM     all     54.79      0.00     10.55     28.78      0.49      5.38
01:23:03 PM     all     47.66      0.00      8.16     34.94      0.31      8.93
01:24:03 PM     all     34.78      0.00      5.69     50.35      0.27      8.91
01:25:03 PM     all     40.10      0.00      5.51     46.47      0.24      7.69
01:26:03 PM     all     21.55      0.00      2.89     65.41      0.13     10.02
01:27:03 PM     all     20.21      0.00      5.39     68.69      0.20      5.52
01:28:03 PM     all     31.30      0.00      4.53     54.01      0.15     10.02
01:29:03 PM     all     59.16      0.00      5.15     25.65      0.15      9.90
01:30:03 PM     all     40.87      0.00      6.36     36.52      0.30     15.96
01:31:03 PM     all     64.86      0.00     10.32     10.21      0.64     13.98
01:32:03 PM     all     55.75      0.00      8.87     21.11      0.61     13.67
01:33:03 PM     all     36.29      0.00      7.62     40.16      0.69     15.24
01:34:03 PM     all     38.48      0.00      4.65     40.84      0.21     15.82
01:35:03 PM     all     31.81      0.00      6.48     43.96      0.32     17.43
01:36:03 PM     all     47.77      0.00      6.42     23.86      0.33     21.62
01:37:03 PM     all     26.40      0.00      4.29     26.29      0.17     42.84
01:38:03 PM     all     15.05      0.00      1.35     20.58      0.10     62.92
01:39:03 PM     all     15.34      0.00      1.65     16.32      0.10     66.58
01:40:03 PM     all     20.61      0.00      3.13     14.15      0.09     62.04
01:41:03 PM     all     17.72      0.00      2.59     24.31      0.17     55.20
01:42:03 PM     all     20.62      0.00      3.29     27.56      0.18     48.35
01:43:03 PM     all     20.66      0.00      3.29     52.59      0.17     23.29
01:44:03 PM     all     23.51      0.00      3.23     53.19      0.22     19.84
01:45:03 PM     all      5.88      0.00      2.40     69.23      0.31     22.19
01:46:03 PM     all      3.39      0.00      1.78     66.80      0.35     27.68
01:47:03 PM     all     15.25      0.00      3.20     48.28      0.27     33.00
01:48:03 PM     all     20.59      0.00      4.95     47.07      0.51     26.88
01:49:03 PM     all     39.29      0.00     10.85     29.97      0.93     18.96
01:50:03 PM     all     20.67      0.00      2.57     24.52      0.25     51.98
01:51:03 PM     all     38.55      0.00      3.24     20.19      0.23     37.80
01:52:03 PM     all     43.61      0.00      4.77     27.36      0.23     24.02
01:53:03 PM     all     39.49      0.00      4.08     20.65      0.21     35.56
01:54:03 PM     all     60.62      0.00      9.19      5.84      0.15     24.20
01:55:03 PM     all     56.74      0.00      6.50      1.96      0.17     34.63
01:56:03 PM     all     82.15      0.00     10.78      1.26      0.12      5.69
