# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
pgxl7;60;1440262743;-40680.53;0.00;32461.83
pgxl7;60;1440262803;100.75;0.00;-481.60
pgxl7;60;1440262863;-64.17;0.00;-290.97
pgxl7;60;1440262923;35.10;0.00;-549.97
pgxl7;60;1440262983;4289.15;0.00;-6194.20
pgxl7;60;1440263043;-4303.42;0.00;2975.68
pgxl7;60;1440263103;33.78;0.00;-907.55
pgxl7;60;1440263163;-86.38;0.00;1180.53
pgxl7;60;1440263223;-8.85;0.00;-1291.67
pgxl7;60;1440263283;-6.40;0.00;853.02
pgxl7;60;1440263343;104.22;0.00;-1872.75
pgxl7;60;1440263403;5563.35;0.00;-6081.98
pgxl7;60;1440263463;-3583.33;0.00;3827.47
pgxl7;60;1440263523;586.52;0.00;-449.38
pgxl7;60;1440263583;-2599.52;0.00;2354.53
pgxl7;60;1440263643;3073.92;0.00;-2513.05
pgxl7;60;1440263703;-3095.20;0.00;488.30
pgxl7;60;1440263763;33.93;0.00;-2389.92
pgxl7;60;1440263823;-57.07;0.00;719.60
pgxl7;60;1440263883;-33.03;0.00;-1730.55
pgxl7;60;1440263943;56.42;0.00;-847.00
pgxl7;60;1440264003;19.42;0.00;-517.60
pgxl7;60;1440264063;-70.85;0.00;-3481.73
pgxl7;60;1440264123;33.47;0.00;1888.68
pgxl7;60;1440264183;49.40;0.00;-953.53
pgxl7;60;1440264243;-7.25;0.00;-772.67
pgxl7;60;1440264303;920.20;0.00;-883.27
pgxl7;60;1440264363;-1000.32;0.00;596.12
pgxl7;60;1440264423;16.90;0.00;-3052.52
pgxl7;60;1440264483;65.25;0.00;-1240.00
pgxl7;60;1440264543;-31.02;0.00;-1071.97
pgxl7;60;1440264603;369.87;0.00;1428.45
pgxl7;60;1440264663;-428.45;0.00;-413.63
pgxl7;60;1440264723;61.60;0.00;3061.75
pgxl7;60;1440264783;20.85;0.00;-561.50
pgxl7;60;1440264843;-26.98;0.00;4856.33
pgxl7;60;1440264903;28.05;0.00;-364.88
pgxl7;60;1440264963;-17.63;0.00;-480.27
pgxl7;60;1440265023;5602.93;0.00;-6364.02
pgxl7;60;1440265083;-3326.52;0.00;2751.95
pgxl7;60;1440265143;-2321.95;0.00;4595.20
pgxl7;60;1440265203;54.93;0.00;4098.68
pgxl7;60;1440265263;7.18;0.00;-482.30
pgxl7;60;1440265323;783.25;0.00;-12.02
pgxl7;60;1440265383;-780.37;0.00;-480.73
pgxl7;60;1440265443;2113.87;0.00;4239.08
pgxl7;60;1440265503;-2118.87;0.00;1911.97
pgxl7;60;1440265563;-37.12;0.00;19.32
pgxl7;60;1440265623;32.32;0.00;-1057.32
pgxl7;60;1440265683;-9.72;0.00;-934.32
pgxl7;60;1440265743;-4.80;0.00;-223.95
pgxl7;60;1440265803;-8.22;0.00;-925.85
pgxl7;60;1440265863;29.20;0.00;-952.68
pgxl7;60;1440265923;-20.07;0.00;1168.95
pgxl7;60;1440265983;-9.72;0.00;-1489.75
pgxl7;60;1440266043;94.85;0.00;-412.70
pgxl7;60;1440266103;-78.35;0.00;-1765.97
pgxl7;60;1440266163;-49.08;0.00;-2852.62
pgxl7;60;1440266223;2167.90;0.00;-116.67
pgxl7;60;1440266283;-2129.70;0.00;942.05
pgxl7;60;1440266343;42.80;0.00;-979.27
pgxl7;60;1440266403;-2.88;0.00;-1214.65
pgxl7;60;1440266463;-33.41;0.00;-1026.43
pgxl7;60;1440266523;-48.30;0.00;-634.30
pgxl7;60;1440266583;101.23;0.00;5102.82
pgxl7;60;1440266643;-15.02;0.00;-1739.37
pgxl7;60;1440266703;7946.00;0.00;-4537.88
pgxl7;60;1440266763;-7951.70;0.00;7638.20
pgxl7;60;1440266823;-56.82;0.00;-98.27
pgxl7;60;1440266883;382.28;0.00;-848.68
pgxl7;60;1440266943;1660.35;0.00;-2273.17
pgxl7;60;1440267003;-2057.95;0.00;1873.15
pgxl7;60;1440267063;80.35;0.00;24.70
pgxl7;60;1440267123;1337.98;0.00;-1486.97
pgxl7;60;1440267183;-1360.05;0.00;1082.68
pgxl7;60;1440267243;10.63;0.00;-2065.20
pgxl7;60;1440267303;-12.32;0.00;-329.77
pgxl7;60;1440267363;-74.52;0.00;-47.30
pgxl7;60;1440267423;2943.78;0.00;1553.22
pgxl7;60;1440267483;-2852.95;0.00;1847.20
pgxl7;60;1440267543;2463.57;0.00;437.85
pgxl7;60;1440267603;-2466.17;0.00;4497.47
pgxl7;60;1440267663;197.03;0.00;1547.30
