# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgxl6;60;1440260190;5962400;25025420;80.76;0;24090084;9535488;30.77;20967748;3182704;84584
pgxl6;60;1440260250;220460;30767360;99.29;0;29582200;9792676;31.60;13222120;16647216;100040
pgxl6;60;1440260310;873872;30113948;97.18;0;28930084;9800132;31.63;11187816;18039168;82412
pgxl6;60;1440260370;757268;30230552;97.56;0;28933976;9910472;31.98;11940208;17401104;32
pgxl6;60;1440260430;642392;30345428;97.93;0;28936528;10022908;32.34;12705116;16751312;48
pgxl6;60;1440260490;527772;30460048;98.30;0;28936804;10134788;32.71;13464680;16104104;1252
pgxl6;60;1440260550;404848;30582972;98.69;0;28946648;10247404;33.07;14237936;15453164;4108
pgxl6;60;1440260610;279508;30708312;99.10;0;28957560;10360112;33.43;15012060;14802584;4076
pgxl6;60;1440260670;223272;30764548;99.28;0;28900840;10472584;33.80;15616040;14254492;32
pgxl6;60;1440260730;208988;30778832;99.33;0;28806048;10583324;34.15;16050280;13836144;36
pgxl6;60;1440260790;214956;30772864;99.31;0;28691476;10694028;34.51;15615132;14267452;36
pgxl6;60;1440260850;225148;30762672;99.27;0;28577440;10796460;34.84;14446088;15425264;40
pgxl6;60;1440260910;229748;30758072;99.26;0;28467116;10901324;35.18;13731576;16134196;12
pgxl6;60;1440260970;211404;30776416;99.32;0;28467752;10916032;35.23;11800872;18080260;6800
pgxl6;60;1440261030;212728;30775092;99.31;0;28421092;10999172;35.50;11315048;18586220;28
pgxl6;60;1440261090;221544;30766276;99.29;0;27915164;11504640;37.13;11575808;18334796;201604
pgxl6;60;1440261150;742624;30245196;97.60;0;29178544;9675364;31.22;11307052;18044196;12
pgxl6;60;1440261210;238480;30749340;99.23;0;29654204;9675364;31.22;11470228;18355312;12
pgxl6;60;1440261270;225940;30761880;99.27;0;29673700;9675500;31.22;11096864;18748420;12
pgxl6;60;1440261330;225116;30762704;99.27;0;29698676;9675364;31.22;10809988;19059832;12
pgxl6;60;1440261390;211092;30776728;99.32;0;29601984;9862964;31.83;10758836;19099444;16
pgxl6;60;1440261450;220344;30767476;99.29;0;28965540;10217048;32.97;10728696;18854324;213760
pgxl6;60;1440261510;211392;30776428;99.32;0;28181368;11026616;35.58;11778148;17826688;30008
pgxl6;60;1440261570;214704;30773116;99.31;0;28191420;11026616;35.58;12428188;17186588;45220
pgxl6;60;1440261630;521884;30465936;98.32;0;27933668;11011944;35.54;11590128;17753584;484284
pgxl6;60;1440261690;2141892;28845928;93.09;0;26995108;10244220;33.06;12052168;15586480;16
pgxl6;60;1440261750;219444;30768376;99.29;0;28919816;10239480;33.04;13224616;16335760;644160
pgxl6;60;1440261810;230940;30756880;99.25;0;28910792;10239488;33.04;11643904;17906732;278508
pgxl6;60;1440261870;212136;30775684;99.32;0;28936292;10239492;33.04;13230096;16346712;1212
pgxl6;60;1440261930;1332192;29655628;95.70;0;27819472;10239484;33.04;15710136;12749908;56
pgxl6;60;1440261990;1378056;29609764;95.55;0;27769548;10245276;33.06;15729256;12686280;11288
pgxl6;60;1440262050;1168992;29818828;96.23;0;28028724;10462704;33.76;18767860;10216660;34884
pgxl6;60;1440262110;1710720;29277100;94.48;0;27882760;10064112;32.48;19556160;8887908;36
pgxl6;60;1440262170;1343220;29644600;95.67;0;28211884;10104476;32.61;19857232;8953692;29524
pgxl6;60;1440262230;233372;30754448;99.25;0;29358876;10066788;32.49;19255292;10667908;24
pgxl6;60;1440262290;230680;30757140;99.26;0;29361884;10066780;32.49;17346336;12579212;347208
pgxl6;60;1440262350;899896;30087924;97.10;0;28653320;10220544;32.98;22839548;6524696;12
pgxl6;60;1440262410;1090212;29897608;96.48;0;28654112;10012328;32.31;22944808;6230956;12
pgxl6;60;1440262470;222896;30764924;99.28;0;29517436;10012316;32.31;21027268;9011460;10012
pgxl6;60;1440262530;1979224;29008596;93.61;0;27767160;10011936;32.31;20916996;7370728;32
pgxl6;60;1440262590;1062768;29925052;96.57;0;28681684;10011932;32.31;25147976;4055028;36
