# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl4;60;1440257523;xvda;136.93;358.32;31277.02;231.03;7.48;54.66;0.59;8.01
pgxl4;60;1440257523;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257583;xvda;226.18;0.27;54743.02;242.03;14.96;63.78;0.57;12.84
pgxl4;60;1440257583;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257643;xvda;291.28;0.27;71845.63;246.65;20.25;71.38;0.64;18.71
pgxl4;60;1440257643;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257703;xvda;397.92;0.00;93287.53;234.44;19.93;50.09;0.48;19.29
pgxl4;60;1440257703;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257763;xvda;383.32;3.20;89204.55;232.73;13.99;36.51;0.38;14.61
pgxl4;60;1440257763;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257823;xvda;380.32;0.00;88747.03;233.35;14.09;36.82;0.38;14.46
pgxl4;60;1440257823;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257883;xvda;452.22;0.80;105182.13;232.59;29.46;65.35;0.56;25.55
pgxl4;60;1440257883;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440257943;xvda;369.95;0.00;84112.87;227.36;15.49;41.89;0.43;15.79
pgxl4;60;1440257943;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258003;xvda;394.00;0.00;93216.02;236.59;18.41;46.72;0.43;17.03
pgxl4;60;1440258003;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258063;xvda;370.50;0.00;87455.20;236.05;16.26;43.91;0.42;15.51
pgxl4;60;1440258063;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258123;xvda;403.62;0.00;95230.83;235.94;23.55;58.36;0.51;20.54
pgxl4;60;1440258123;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258183;xvda;357.80;0.00;77185.48;215.72;20.55;57.44;0.51;18.35
pgxl4;60;1440258183;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258243;xvda;305.98;0.00;68109.60;222.59;14.57;47.63;0.42;12.96
pgxl4;60;1440258243;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258303;xvda;528.22;10.13;129453.60;245.10;100.45;186.55;0.98;51.80
pgxl4;60;1440258303;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258363;xvda;559.37;0.27;135411.45;242.08;137.77;248.96;1.12;62.59
pgxl4;60;1440258363;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440258423;xvda;588.35;1.60;117721.90;200.09;104.05;177.58;0.98;57.68
