# hostname;interval;timestamp;pswpin/s;pswpout/s
pgxl1;60;1440262743;0.00;0.00
pgxl1;60;1440262803;0.00;0.00
pgxl1;60;1440262863;0.00;0.00
pgxl1;60;1440262923;0.00;0.00
pgxl1;60;1440262983;0.00;0.00
pgxl1;60;1440263043;0.00;0.00
pgxl1;60;1440263103;0.00;0.00
pgxl1;60;1440263163;0.00;0.00
pgxl1;60;1440263223;0.00;0.00
pgxl1;60;1440263283;0.00;0.00
pgxl1;60;1440263343;0.00;0.00
pgxl1;60;1440263403;0.00;0.00
pgxl1;60;1440263463;0.00;0.00
pgxl1;60;1440263523;0.00;0.00
pgxl1;60;1440263583;0.00;0.00
pgxl1;60;1440263643;0.00;0.00
pgxl1;60;1440263703;0.00;0.00
pgxl1;60;1440263763;0.00;0.00
pgxl1;60;1440263823;0.00;0.00
pgxl1;60;1440263883;0.00;0.00
pgxl1;60;1440263943;0.00;0.00
pgxl1;60;1440264003;0.00;0.00
pgxl1;60;1440264063;0.00;0.00
pgxl1;60;1440264123;0.00;0.00
pgxl1;60;1440264183;0.00;0.00
pgxl1;60;1440264243;0.00;0.00
pgxl1;60;1440264303;0.00;0.00
pgxl1;60;1440264363;0.00;0.00
pgxl1;60;1440264423;0.00;0.00
pgxl1;60;1440264483;0.00;0.00
pgxl1;60;1440264543;0.00;0.00
pgxl1;60;1440264603;0.00;0.00
pgxl1;60;1440264663;0.00;0.00
pgxl1;60;1440264723;0.00;0.00
pgxl1;60;1440264783;0.00;0.00
pgxl1;60;1440264843;0.00;0.00
pgxl1;60;1440264903;0.00;0.00
pgxl1;60;1440264963;0.00;0.00
pgxl1;60;1440265023;0.00;0.00
pgxl1;60;1440265083;0.00;0.00
pgxl1;60;1440265143;0.00;0.00
pgxl1;60;1440265203;0.00;0.00
pgxl1;60;1440265263;0.00;0.00
pgxl1;60;1440265323;0.00;0.00
pgxl1;60;1440265383;0.00;0.00
pgxl1;60;1440265443;0.00;0.00
pgxl1;60;1440265503;0.00;0.00
pgxl1;60;1440265563;0.00;0.00
pgxl1;60;1440265623;0.00;0.00
pgxl1;60;1440265683;0.00;0.00
pgxl1;60;1440265743;0.00;0.00
pgxl1;60;1440265803;0.00;0.00
pgxl1;60;1440265863;0.00;0.00
pgxl1;60;1440265923;0.00;0.00
pgxl1;60;1440265983;0.00;0.00
pgxl1;60;1440266043;0.00;0.00
pgxl1;60;1440266103;0.00;0.00
pgxl1;60;1440266163;0.00;0.00
pgxl1;60;1440266223;0.00;0.00
pgxl1;60;1440266283;0.00;0.00
pgxl1;60;1440266343;0.00;0.00
pgxl1;60;1440266403;0.00;0.00
pgxl1;60;1440266463;0.00;0.00
pgxl1;60;1440266523;0.00;0.00
pgxl1;60;1440266583;0.00;0.00
pgxl1;60;1440266643;0.00;0.00
pgxl1;60;1440266703;0.00;0.00
pgxl1;60;1440266763;0.00;0.00
pgxl1;60;1440266823;0.00;0.00
pgxl1;60;1440266883;0.00;0.00
pgxl1;60;1440266943;0.00;0.00
pgxl1;60;1440267003;0.00;0.00
pgxl1;60;1440267063;0.00;0.00
pgxl1;60;1440267123;0.00;0.00
pgxl1;60;1440267183;0.00;0.00
pgxl1;60;1440267243;0.00;0.00
pgxl1;60;1440267303;0.00;0.00
pgxl1;60;1440267363;0.00;0.00
pgxl1;60;1440267423;0.00;0.00
pgxl1;60;1440267483;0.00;0.00
pgxl1;60;1440267543;0.00;0.00
pgxl1;60;1440267603;0.00;0.00
pgxl1;60;1440267663;0.00;0.00
pgxl1;60;1440267723;0.00;0.00
pgxl1;60;1440267783;0.00;0.00
pgxl1;60;1440267843;0.00;0.00
pgxl1;60;1440267903;0.00;0.00
pgxl1;60;1440267963;0.00;0.00
pgxl1;60;1440268023;0.00;0.00
