# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgxl6;60;1440257523;29571804;1416016;4.57;0;1048872;9024820;29.12;392068;734920;143252
pgxl6;60;1440257583;28510704;2477116;7.99;0;1966036;9177352;29.62;1085956;1075116;171184
pgxl6;60;1440257643;27517760;3470060;11.20;0;2859552;9273708;29.93;1747336;1379256;618692
pgxl6;60;1440257703;26558020;4429800;14.30;0;3740360;9321356;30.08;2364480;1688372;329688
pgxl6;60;1440257763;25202724;5785096;18.67;0;4550696;9857560;31.81;3496216;1884704;309168
pgxl6;60;1440257823;24001336;6986484;22.55;0;5647036;10020324;32.34;4587916;1969024;426784
pgxl6;60;1440257883;22618852;8368968;27.01;0;6828032;10064592;32.48;6054152;1848344;545076
pgxl6;60;1440257943;21916396;9071424;29.27;0;7544336;10037540;32.39;6783412;1800624;428712
pgxl6;60;1440258003;22045744;8942076;28.86;0;8265236;9157732;29.55;6689688;1747344;331424
pgxl6;60;1440258063;21303004;9684816;31.25;0;8981408;9162276;29.57;7415000;1744960;258120
pgxl6;60;1440258123;20559872;10427948;33.65;0;9704520;9161892;29.57;8184752;1697996;414632
pgxl6;60;1440258183;19745684;11242136;36.28;0;10427232;9253532;29.86;8950620;1723464;386152
pgxl6;60;1440258243;16787452;14200368;45.83;0;12818404;9978832;32.20;10204532;3398032;371360
pgxl6;60;1440258303;13955056;17032764;54.97;0;14014128;11471136;37.02;12811368;3583812;1003228
pgxl6;60;1440258363;13493008;17494812;56.46;0;15578680;10544180;34.03;12055440;4741896;1455088
pgxl6;60;1440258423;11389496;19598324;63.25;0;16789220;11139224;35.95;13764244;5101448;386348
pgxl6;60;1440258483;9824440;21163380;68.30;0;18166848;11239356;36.27;17655868;2758172;267692
pgxl6;60;1440258543;10259420;20728400;66.89;0;18672504;10274392;33.16;17198336;2766848;327008
pgxl6;60;1440258603;9608496;21379324;68.99;0;19162484;10418760;33.62;18062708;2542964;23548
pgxl6;60;1440258663;10356632;20631188;66.58;0;19665732;9151352;29.53;17294552;2551744;377708
pgxl6;60;1440258723;9854936;21132884;68.20;0;20154120;9151352;29.53;17792368;2542032;369408
pgxl6;60;1440258783;9342324;21645496;69.85;0;20657468;9145992;29.51;18288832;2546776;495000
pgxl6;60;1440258843;8867316;22120504;71.38;0;21144440;9117672;29.42;18844928;2463752;306740
pgxl6;60;1440258903;8083620;22904200;73.91;0;21647012;9399536;30.33;19674224;2405948;279940
pgxl6;60;1440258963;7007924;23979896;77.38;0;22165316;9931664;32.05;20766544;2377692;248556
pgxl6;60;1440259023;6490340;24497480;79.06;0;22668760;9931472;32.05;21262184;2385888;192848
pgxl6;60;1440259083;5995300;24992520;80.65;0;23157264;9925012;32.03;21852412;2280616;167848
pgxl6;60;1440259143;5479840;25507980;82.32;0;23657248;9924820;32.03;22346292;2287416;88892
pgxl6;60;1440259203;4970356;26017464;83.96;0;24160352;9937436;32.07;23002340;2118824;60656
pgxl6;60;1440259263;4166468;26821352;86.55;0;24680988;10193556;32.90;23817588;2107304;276612
pgxl6;60;1440259323;4776392;26211428;84.59;0;25219280;9024264;29.12;23212000;2091096;354632
pgxl6;60;1440259383;4652624;26335196;84.99;0;25340852;9023040;29.12;23339020;2085740;6711064
pgxl6;60;1440259443;191284;30796536;99.38;0;25682932;14521128;46.86;26008696;3862516;2323628
pgxl6;60;1440259503;210948;30776872;99.32;0;24699028;15214352;49.10;20477480;9375072;100
pgxl6;60;1440259563;227920;30759900;99.26;0;8338032;35849344;115.69;25637324;4599060;80
pgxl6;60;1440259623;223700;30764120;99.28;0;11305308;32675568;105.45;22327028;7840548;1164352
pgxl6;60;1440259683;5360232;25627588;82.70;0;15451952;20857596;67.31;13002692;11930924;1761316
pgxl6;60;1440259743;14716588;16271232;52.51;0;15490448;9039592;29.17;3631864;11959656;76
pgxl6;60;1440259803;11966000;19021820;61.38;0;18164316;10098968;32.59;6298636;11976004;1060296
pgxl6;60;1440259863;8963604;22024216;71.07;0;21093076;10096796;32.58;9227372;11975188;1397176
pgxl6;60;1440259923;6300316;24687504;79.67;0;23689736;10096796;32.58;11828036;11971172;1469168
pgxl6;60;1440259983;3580228;27407592;88.45;0;25586972;9871052;31.85;22821524;3692456;72
pgxl6;60;1440260043;3335292;27652528;89.24;0;25592912;10110812;32.63;23063024;3697584;84
