Linux 3.10.0-229.el7.x86_64 (pgxl8) 	08/22/2015 	_x86_64_	(4 CPU)

11:31:03 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:32:03 AM     all      4.75      0.00      2.58      2.19      0.05     90.43
11:33:03 AM     all      4.87      0.00      1.33      2.73      0.09     90.98
11:34:03 AM     all     15.90      0.00      1.45      5.77      0.08     76.79
11:35:03 AM     all      7.73      0.00      1.43      3.89      0.08     86.86
11:36:03 AM     all      5.42      0.00      1.42      2.76      0.08     90.32
11:37:03 AM     all     34.95      0.00      1.99      2.32      0.07     60.67
11:38:03 AM     all     36.22      0.00      2.18      5.39      0.06     56.16
11:39:03 AM     all     50.50      0.00      1.95      4.47      0.06     43.01
11:40:03 AM     all      5.93      0.00      1.54      6.52      0.09     85.92
11:41:03 AM     all      5.31      0.00      1.49      4.68      0.08     88.43
11:42:03 AM     all      5.11      0.00      1.44      3.21      0.09     90.15
11:43:03 AM     all      5.08      0.00      1.28      3.10      0.09     90.45
11:44:03 AM     all      9.09      0.00      1.96      3.32      0.11     85.52
11:45:03 AM     all     45.29      0.00      2.96      6.68      0.08     45.00
11:46:03 AM     all     30.78      0.00      4.51     29.52      0.08     35.11
11:47:03 AM     all     56.78      0.00      4.75     16.06      0.05     22.36
11:48:03 AM     all     66.53      0.00      4.27      5.10      0.05     24.04
11:49:03 AM     all     54.91      0.00      1.47      4.33      0.08     39.21
11:50:03 AM     all     32.17      0.00      1.08      1.79      0.09     64.87
11:51:03 AM     all     14.07      0.00      0.86      1.27      0.12     83.68
11:52:03 AM     all      5.58      0.00      0.84      2.45      0.12     91.00
11:53:03 AM     all      5.64      0.00      0.83      2.02      0.14     91.37
11:54:03 AM     all      6.33      0.00      1.09      1.93      0.14     90.51
11:55:03 AM     all     25.59      0.00      1.07      2.22      0.11     71.01
11:56:03 AM     all      6.15      0.00      1.00      2.02      0.14     90.69
11:57:03 AM     all      5.89      0.00      0.94      2.15      0.15     90.87
11:58:03 AM     all      6.09      0.00      0.91      1.86      0.14     91.01
11:59:03 AM     all      5.99      0.00      0.90      2.06      0.14     90.90
12:00:03 PM     all      5.88      0.00      0.92      1.87      0.14     91.19
12:01:03 PM     all      6.08      0.00      0.96      2.04      0.13     90.78
12:02:03 PM     all      6.25      0.00      0.90      2.08      0.15     90.63
12:03:03 PM     all      3.95      0.00      2.10     30.55      0.06     63.34
12:04:03 PM     all     19.15      0.00      3.11     27.86      0.04     49.84
12:05:03 PM     all     24.48      0.00      3.81     19.22      0.04     52.44
12:06:03 PM     all     86.55      0.00     13.28      0.03      0.00      0.15
12:07:03 PM     all     82.88      0.00      3.38      5.06      0.00      8.68
12:08:03 PM     all     93.47      0.00      3.18      3.33      0.00      0.01
12:09:03 PM     all     49.64      0.00      3.15     28.33      0.03     18.84
12:10:03 PM     all     18.58      0.00      0.44     22.07      0.02     58.88
12:11:03 PM     all      0.10      0.00      0.12     23.75      0.02     76.02
12:12:03 PM     all      0.31      0.00      0.20     23.51      0.03     75.95
12:13:03 PM     all      9.18      0.00      1.99     13.45      0.01     75.37
12:14:03 PM     all     21.57      0.00      0.18      0.00      0.00     78.24
