# hostname;interval;timestamp;pswpin/s;pswpout/s
pgxl4;60;1440260190;0.00;0.00
pgxl4;60;1440260250;0.00;0.00
pgxl4;60;1440260310;0.00;0.00
pgxl4;60;1440260370;0.00;0.00
pgxl4;60;1440260430;0.00;0.00
pgxl4;60;1440260490;0.00;0.00
pgxl4;60;1440260550;0.00;0.00
pgxl4;60;1440260610;0.00;0.00
pgxl4;60;1440260670;0.00;0.00
pgxl4;60;1440260730;0.00;0.00
pgxl4;60;1440260790;0.00;0.00
pgxl4;60;1440260850;0.00;0.00
pgxl4;60;1440260910;0.00;0.00
pgxl4;60;1440260970;0.00;0.00
pgxl4;60;1440261030;0.00;0.00
pgxl4;60;1440261090;0.00;0.00
pgxl4;60;1440261150;0.00;0.00
pgxl4;60;1440261210;0.00;0.00
pgxl4;60;1440261270;0.00;0.00
pgxl4;60;1440261330;0.00;0.00
pgxl4;60;1440261390;0.00;0.00
pgxl4;60;1440261450;0.00;0.00
pgxl4;60;1440261510;0.00;0.00
pgxl4;60;1440261570;0.00;0.00
pgxl4;60;1440261630;0.00;0.00
pgxl4;60;1440261690;0.00;0.00
pgxl4;60;1440261750;0.00;0.00
pgxl4;60;1440261810;0.00;0.00
pgxl4;60;1440261870;0.00;0.00
pgxl4;60;1440261930;0.00;0.00
pgxl4;60;1440261990;0.00;0.00
pgxl4;60;1440262050;0.00;0.00
pgxl4;60;1440262110;0.00;0.00
pgxl4;60;1440262170;0.00;0.00
pgxl4;60;1440262230;0.00;0.00
pgxl4;60;1440262290;0.00;0.00
pgxl4;60;1440262350;0.00;0.00
pgxl4;60;1440262410;0.00;0.00
pgxl4;60;1440262470;0.00;0.00
pgxl4;60;1440262530;0.00;0.00
pgxl4;60;1440262590;0.00;0.00
